Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , Petidu,1,1,4,-,2,2,-,1,-,-
 Mih, Alal,1,-,2,2,1,3,-,-,-,-
  , Assez,-,1,4,-,2,3,-,-,-,-
  , Chamja,2,-,2,-,-,3,-,-,-,-
  , Dom-Aphis,2,-,3,-,-,4,-,-,-,-
  , Hadji,2,1,3,-,2,-,-,-,-,-
  , Iderion,-,-,4,2,2,2,1,1,-,-
  , Serren,1,-,4,-,1,2,-,1,-,-
  , Zoohen,2,-,1,-,1,2,1,-,-,-
 Monalaz, Access,1,-,1,-,2,2,1,1,-,-
  , Angur,2,-,-,-,2,2,-,-,-,-
  , Antem,2,-,3,-,2,1,-,-,-,-
  , Djimame,-,1,3,2,-,2,-,1,-,-
  , Hangond,-,-,1,-,2,2,1,-,-,-
  , Mozzidit,1,-,-,3,-,3,1,-,-,-
 Nazdirer, Ahbazon,-,1,2,-,2,3,2,1,-,-
  , Atreen,2,-,3,-,1,1,1,-,-,-
  , Cleyd,-,1,2,-,-,2,1,-,-,-
  , Lor,1,1,2,1,1,3,-,-,-,-
  , Shera,1,1,2,1,1,4,1,-,-,-
  , Vecamia,1,-,2,-,2,3,-,-,-,-
 Reya, Gergish,2,1,2,-,1,4,-,-,-,-
  , Hirizan,3,-,1,2,1,1,2,-,-,-
  , Imya,-,1,4,-,-,5,-,-,-,-
  , Kobam,2,-,3,-,1,3,2,-,-,-
  , Madomi,-,1,3,-,-,3,1,-,-,-
  , Tahli,-,-,1,-,-,-,2,-,-,-
 Sanctum, Emsar,2,1,2,-,-,2,-,-,-,-
  , Kemerk,1,-,4,-,1,1,1,1,-,-
  , Manarq,-,-,2,1,2,5,-,-,-,-
  , Ourapheh,3,-,-,1,-,5,-,-,-,-
  , Pakhshi,2,1,4,-,-,3,-,-,-,-
  , Tar,-,-,2,-,3,1,2,-,-,-
  , Tarta,2,-,4,-,2,3,-,-,-,-
  , Tekaima,1,2,3,-,1,-,-,-,-,-
  , Yulai,1,2,3,-,2,3,-,-,-,-
 Ubar, Beke,1,-,2,1,-,4,-,-,-,-
  , Diaderi,-,-,4,1,1,4,-,-,-,-
  , Leran,1,-,3,1,1,3,-,1,-,-
  , Malma,1,-,2,1,2,4,1,-,-,-
  , Manatirid,-,1,2,-,1,4,-,-,-,-
  , Pamah,-,-,2,-,2,-,1,-,-,-
  , Pashanai,-,-,3,1,-,1,1,-,-,-
