Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
 Kashag, Andabiar,2,-,2,-,-,1,1,-,-,-
  , Kheram,-,1,3,-,-,3,-,-,-,-
  , Mista,1,-,4,-,2,1,1,-,-,-
  , Sibot,-,-,4,1,1,6,1,-,-,-
  , Unefsih,-,1,4,-,-,1,2,-,-,-
  , Valmu,1,-,2,2,-,2,2,-,-,-
 Kehina, Esteban,-,-,2,1,1,3,2,1,-,-
  , Luromooh,2,1,1,1,1,3,1,-,-,-
  , Moussou,-,1,4,-,1,2,-,-,-,-
  , Nadohman,1,-,3,1,1,3,-,2,-,-
  , Nalu,2,-,2,1,1,5,-,-,-,-
  , Sahdil,-,2,2,-,-,2,-,-,-,-
 Kekah, Aghesi,2,2,2,-,1,3,-,-,-,-
  , Airshaz,1,-,4,1,1,3,1,-,-,-
  , Charra,-,-,3,1,1,2,-,-,-,-
  , Fabin,-,-,3,-,-,1,1,-,-,-
  , Patzcha,2,-,2,-,-,4,1,-,-,-
 Liela, Asoutar,1,-,4,-,-,2,1,-,-,-
  , Avair,1,2,3,-,2,1,1,-,-,-
  , Clarelam,-,-,3,1,1,-,-,1,-,-
  , Ebo,-,-,3,-,-,6,1,-,-,-
  , Porsharrah,1,1,1,-,1,-,1,-,-,-
  , Rayl,-,1,3,-,2,2,1,1,-,-
  , Tastela,-,-,3,-,3,2,1,2,-,-
 Maddam, Alkabsi,2,1,2,1,-,-,1,1,-,-
  , Bagodan,-,1,4,-,1,2,-,1,-,-
  , Chesoh,1,-,2,1,1,3,1,-,-,-
  , Hama,2,-,2,1,1,-,-,-,-,-
  , Hanan,3,-,1,1,-,2,1,-,-,-
  , Irnal,-,-,4,-,1,4,-,-,-,-
  , Mahrokht,-,2,3,-,1,5,-,-,-,-
  , Murzi,-,-,2,-,1,5,1,-,-,-
  , Sarum Prime,3,-,1,-,1,1,1,-,-,-
 Maseend, Ana,1,-,2,2,-,2,1,2,-,-
  , Barira,1,-,2,1,2,2,2,1,-,-
  , Hamse,-,-,3,2,-,4,-,-,-,-
  , Jaswelu,1,-,3,-,-,2,1,-,-,-
  , Lashkai,3,-,2,2,1,1,1,-,-,-
  , Maiah,1,-,2,-,2,3,-,-,-,-
  , Yuhelia,1,-,3,-,-,1,-,-,-,-
  , Zhilshinou,-,1,2,-,-,4,1,1,-,-
 Mazake, Aldali,2,-,1,1,2,2,-,1,-,-
  , Hiramu,-,1,2,1,-,4,-,-,-,-
  , Hutian,1,-,1,-,2,1,1,-,-,-
  , Joppaya,1,1,3,-,3,-,-,1,-,-
  , Mazitah,1,-,3,-,1,1,-,-,-,-
  , Noli,-,1,1,-,2,3,1,1,-,-
  , Nomash,1,-,3,-,-,4,1,-,-,-
  , Pelkia,-,-,2,-,-,2,-,-,-,-
  , Raren,-,1,4,1,1,2,1,-,-,-
  , Sakhti,1,-,5,-,2,3,-,-,-,-
 Mobit, Akhragan,1,-,1,1,1,5,-,-,-,-
  , Bashakru,2,-,1,1,-,3,1,-,-,-
  , Mikhir,2,-,1,-,1,2,1,-,-,-
  , Narai,-,-,3,-,-,5,1,-,-,-
  , Shuria,-,1,5,-,2,4,-,-,-,-
  , Sukirah,-,2,3,-,1,4,-,-,-,-
  , Ziona,-,-,3,-,-,5,1,-,-,-
 Mofa, Faswiba,-,1,3,-,1,1,2,1,-,-
  , Galeh,-,-,3,-,-,3,1,-,-,-
  , Hayumtom,1,-,2,-,1,4,3,1,-,-
  , Merz,-,1,1,-,3,2,-,1,-,-
  , Miakie,-,-,3,-,3,3,1,-,-,-
  , Sirkahri,1,-,4,2,1,2,-,-,-,-
  , Zanka,-,1,4,-,1,1,1,-,-,-
 Mulata, Ahala,2,1,2,-,1,3,-,-,-,-
  , Arera,-,1,3,-,1,1,2,1,-,-
  , Hai,-,1,4,-,-,1,-,-,-,-
  , Hizhara,2,-,4,-,2,3,1,-,-,-
  , Knophtikoo,-,1,3,1,-,2,-,-,-,-
  , Mamenkhanar,1,-,5,-,1,4,-,-,-,-
  , Neziel,2,-,3,-,-,4,-,-,-,-
  , Ruchy,-,-,4,-,-,1,-,-,-,-
  , Seiradih,-,-,3,-,-,2,-,1,-,-
 Nakid, Arton,-,1,2,-,-,3,2,-,-,-
  , Bittanshal,-,1,4,-,-,2,1,1,-,-
  , Jambu,-,-,4,-,1,3,2,-,-,-
  , Madimal,-,-,3,-,-,3,-,-,-,-
  , Sieh,-,1,2,-,-,3,-,-,-,-
  , Warouh,2,-,2,-,-,4,1,-,-,-
 Nashar, Arshat,1,-,2,1,1,3,1,-,-,-
  , Bika,-,1,2,-,-,6,-,-,-,-
  , Jerma,1,1,2,-,3,1,-,-,-,-
  , Miyeli,2,-,3,-,-,3,-,-,-,-
  , Reyi,2,-,2,-,-,5,-,-,-,-
  , Sadye,4,-,3,-,-,3,-,1,-,-
 Norgoh, Artoun,1,1,3,-,2,4,-,-,-,-
  , Bhizheba,4,-,1,1,1,3,-,-,-,-
  , Eba,-,1,3,-,1,4,-,-,-,-
  , Ebtesham,2,-,2,1,1,1,1,-,-,-
  , Fora,1,-,1,-,3,3,-,-,-,-
  , Isamm,1,-,4,-,-,5,-,-,-,-
  , Safizon,1,-,2,1,-,4,1,-,-,-
  , Zatsyaki,2,-,3,1,-,2,-,-,-,-
 Parud, Arbaz,-,-,4,1,-,4,-,-,-,-
  , Ashab,1,-,6,-,1,-,-,-,-,-
  , Chaven,1,-,1,1,-,3,2,-,-,-
  , Deepari,1,-,-,1,-,6,-,-,-,-
  , Khopa,4,1,3,-,-,3,-,-,-,-
  , Orkashu,1,1,2,-,1,2,1,-,-,-
  , Penirgman,2,-,2,1,2,1,1,-,-,-
 Qeti, Afivad,-,2,2,-,2,2,3,1,-,-
  , Chemilip,-,2,3,-,-,2,-,-,-,-
  , Erzoh,1,1,2,-,-,5,-,-,-,-
  , Hahda,2,1,3,1,-,3,-,-,-,-
  , Herila,-,-,3,-,1,3,-,-,-,-
  , Hisoufad,-,-,5,2,1,2,2,-,-,-
  , Jesoyeh,1,1,3,-,1,4,1,2,-,-
  , Namaili,-,1,4,-,1,2,-,-,-,-
  , Raravath,1,-,1,1,1,7,1,1,-,-
  , Uzigh,1,1,4,2,1,2,-,-,-,-
 Sosarir, Ardishapur Prime,4,1,3,-,-,4,-,-,-,-
  , Dakba,2,-,2,-,1,2,-,1,-,-
  , Gid,1,-,3,-,-,4,-,-,-,-
  , Nererut,-,-,2,-,1,4,1,-,-,-
  , Nifshed,1,-,2,-,2,3,2,-,-,-
  , Rasile,2,-,1,3,-,3,-,1,-,-
  , Shumam,-,-,1,-,2,2,3,-,-,-
  , Sitanan,1,1,4,-,-,4,1,-,-,-
  , Thebeka,2,-,4,-,-,5,-,-,-,-
  , Vashkah,3,-,1,-,-,2,-,-,-,-
 Throne Worlds, Amarr,2,-,2,1,-,2,1,1,-,-
  , Boranai,-,-,1,1,-,3,3,-,-,-
  , Ebidan,2,-,2,-,1,3,-,-,-,-
  , Hedion,1,-,2,1,1,2,-,-,-,-
  , Irnin,1,-,4,1,1,2,1,-,-,-
  , Kehour,-,1,1,1,2,3,-,-,-,-
  , Mabnen,1,1,5,-,-,3,-,-,-,-
  , Martha,-,1,4,-,1,1,1,-,-,-
  , Simbeloud,-,-,1,1,1,4,1,1,-,-
  , Toshabia,1,1,1,2,1,3,1,-,-,-
 Yekti, Bahromab,2,-,2,-,1,3,-,2,-,-
  , Fabum,-,-,-,-,2,4,1,-,-,-
  , Kudi,2,-,1,-,1,4,-,-,-,-
  , Madirmilire,1,-,3,1,1,2,-,-,-,-
  , Saana,-,1,2,-,-,2,-,-,-,-
  , Sharji,-,-,2,-,-,2,-,-,-,-
 Yestadan, Armala,-,1,3,-,1,3,-,-,-,-
  , Cailanar,-,-,3,2,-,2,-,-,-,-
  , Gaha,1,1,4,-,-,1,-,-,-,-
  , Ilonarav,1,-,3,-,-,4,-,1,-,-
  , Murema,-,-,1,1,-,5,1,-,-,-
  , Uchat,1,-,5,1,-,3,1,-,-,-
 Zemont, Ekid,2,-,1,-,-,3,2,2,-,-
  , Mai,-,-,3,-,-,2,2,-,-,-
  , Nakri,-,1,3,-,1,4,-,-,-,-
  , Sharhelund,2,-,4,-,1,2,1,-,-,-
  , Youl,3,-,3,-,-,3,1,-,-,-
  , Zaimeth,-,1,4,-,1,2,1,-,-,-
