Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , UF-KKH,-,1,1,-,-,2,2,-,-,-
 Z01V-Z, 373Z-7,1,-,4,-,-,1,2,2,-,-
  , 4XW2-D,1,1,2,-,1,3,1,-,-,-
  , B-2UL0,-,-,2,-,2,2,2,-,-,-
  , EOT-XL,-,1,4,1,2,3,-,-,-,-
  , J5NU-K,1,-,1,-,1,3,3,-,-,-
  , JU-UYK,-,-,1,-,-,3,1,-,-,-
  , L-A9FS,3,-,-,-,1,1,-,-,-,-
  , O-FTHE,3,-,-,-,1,2,2,-,-,-
  , OOO-FS,1,1,3,-,1,1,1,-,-,-
  , RVRE-Z,-,1,2,-,-,2,-,-,-,-
  , W-Q233,1,-,2,1,1,-,1,-,-,-
