Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , 7G-QIG,-,-,2,-,1,4,-,1,-,-
  , 8RQJ-2,-,1,4,-,2,1,1,-,-,-
  , HZAQ-W,3,1,3,1,1,2,1,-,-,-
  , NIDJ-K,4,-,2,-,-,3,-,-,-,-
  , PS-94K,1,-,1,1,-,2,1,-,-,-
 SPNZ-Z, 23G-XC,1,-,3,-,1,5,-,-,-,-
  , 4X0-8B,1,-,3,1,1,4,2,-,-,-
  , D-W7F0,2,1,3,-,1,-,-,1,-,-
  , FM-JK5,-,1,4,2,-,4,2,-,-,-
  , JP4-AA,-,-,1,-,1,3,2,-,-,-
  , PDE-U3,-,2,3,-,-,1,1,-,-,-
  , T5ZI-S,2,-,-,1,-,3,1,-,-,-
 W-4U1E, 0-HDC8,-,1,1,-,1,1,-,1,-,-
  , D-3GIQ,2,1,3,-,1,5,1,-,-,-
  , F-TE1T,2,-,3,-,4,5,2,-,-,-
  , J-LPX7,-,1,5,-,1,2,-,-,-,-
  , K-6K16,1,1,5,1,2,2,-,-,-,-
  , PUIG-F,3,-,1,1,-,3,-,-,-,-
  , QY6-RK,1,-,2,-,1,1,1,-,-,-
  , SVM-3K,-,-,4,-,-,5,-,-,-,-
  , W-KQPI,-,-,2,-,-,1,-,-,-,-
 XPJ1-6, 1DH-SX,1,-,2,-,1,4,2,-,-,-
  , A-ELE2,-,-,2,-,-,6,-,-,-,-
  , KFIE-Z,2,1,2,-,1,2,-,-,-,-
  , PR-8CA,-,2,4,-,-,1,1,-,-,-
  , UHKL-N,1,-,3,-,2,2,1,-,-,-
  , Z3V-1W,1,-,4,-,-,4,-,-,-,-
 YX-LYK, 1-SMEB,3,-,-,1,1,5,-,-,-,-
  , 6Q-R50,1,3,2,-,1,3,-,-,-,-
  , M5-CGW,-,-,2,-,2,2,1,-,-,-
  , MJXW-P,-,1,5,-,-,2,-,-,-,-
  , Q-HESZ,-,-,3,1,-,2,1,-,-,-
  , RCI-VL,-,1,2,-,-,4,2,-,-,-
  , ZA9-PY,1,-,4,-,1,4,-,-,-,-
