Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , 7-K5EL,-,1,3,-,1,1,-,1,-,-
  , FH-TTC,2,1,2,-,1,1,-,-,-,-
  , FMBR-8,1,-,5,1,1,1,-,1,-,-
  , H-5GUI,1,1,3,-,-,3,1,-,-,-
  , H-UCD1,-,1,1,-,-,4,-,-,-,-
 U29-0S, B-588R,-,1,4,-,-,3,-,1,-,-
  , G-LOIT,1,1,4,-,1,-,-,1,-,-
  , HE-V4V,2,1,4,1,1,1,1,-,-,-
  , LZ-6SU,2,1,2,-,-,4,2,-,-,-
  , MC6O-F,1,1,3,-,-,1,3,-,-,-
  , NCGR-Q,-,1,2,-,-,3,1,-,-,-
  , U54-1L,-,-,2,2,2,4,1,-,-,-
 UK-MI6, 97-M96,-,-,2,1,-,3,2,-,-,-
  , C-J7CR,1,-,3,-,2,2,2,-,-,-
  , H-NOU5,2,-,2,2,-,4,1,-,-,-
  , KX-2UI,1,-,1,-,1,5,1,1,-,-
  , MA-XAP,1,1,3,-,-,3,-,-,-,-
  , MO-FIF,2,-,-,3,-,4,-,-,-,-
 YDS0-Y, C-DHON,1,-,3,-,-,3,1,-,-,-
  , F-D49D,2,-,3,1,-,5,-,-,-,-
  , H-1EOH,2,-,-,-,2,4,-,-,-,-
  , IR-DYY,1,-,2,1,-,1,1,-,-,-
  , Q-EHMJ,1,1,2,-,2,2,1,-,-,-
  , XSQ-TF,2,1,5,1,1,1,1,-,-,-
 YUT3-U, 47L-J4,1,-,-,1,-,4,1,1,-,-
  , 6WW-28,1,-,3,-,-,2,-,-,-,-
  , A8A-JN,1,-,4,-,1,2,-,-,-,-
  , E-D0VZ,3,-,-,-,1,3,-,1,-,-
  , IFJ-EL,-,-,3,-,1,1,2,-,-,-
  , Q-L07F,1,1,3,1,-,-,1,-,-,-
  , S-NJBB,1,-,4,-,1,3,-,-,-,-
 Z-DO53, 49-0LI,1,-,2,-,1,3,1,-,-,-
  , 9OO-LH,1,-,2,-,1,3,1,-,-,-
  , DAYP-G,-,1,2,-,-,-,-,1,-,-
  , EIDI-N,-,-,-,2,4,1,-,1,-,-
  , IPAY-2,2,-,1,1,1,1,-,1,-,-
  , K8X-6B,-,-,4,-,-,3,-,-,-,-
  , KRUN-N,-,-,3,-,1,3,1,1,-,-
  , P3EN-E,-,-,2,-,1,7,-,-,-,-
  , V-OJEN,1,2,3,-,1,2,1,-,-,-
  , X445-5,1,-,-,1,3,2,1,1,-,-
