Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , Z-UZZN,-,-,3,-,1,3,-,-,-,-
 H-6HGD, 0-WT2D,-,-,3,-,-,4,2,1,-,-
  , 7V-KHW,1,-,2,-,1,-,1,-,-,-
  , A2-V27,3,-,-,1,1,3,1,-,-,-
  , A3-LOG,-,-,3,-,-,5,-,-,-,-
  , O3L-95,1,1,3,-,2,3,1,-,-,-
  , T8H-66,-,2,2,-,-,2,1,-,-,-
 K-JO26, 8-SNUD,2,-,4,-,-,2,1,1,-,-
  , H-4R6Z,2,1,2,1,1,3,1,-,-,-
  , IGE-NE,4,-,1,-,-,2,2,-,-,-
  , OGY-6D,1,-,4,-,1,3,1,-,-,-
  , UVHO-F,1,1,2,1,2,3,-,-,-,-
  , Z-XX2J,3,-,-,-,1,1,-,-,-,-
 LI-BA0, 3-FKCZ,1,-,-,2,2,3,1,1,-,-
  , 9SBB-9,-,1,1,1,-,6,-,-,-,-
  , ED-L9T,2,-,1,-,-,5,1,-,-,-
  , I1Y-IU,1,1,4,1,1,4,-,-,-,-
  , LS-V29,1,1,2,-,1,-,-,-,-,-
  , U-HYZN,1,-,1,1,3,3,2,-,-,-
 MPJW-6, 3-JCJT,1,-,3,-,1,4,-,-,-,-
  , 4-GJT1,2,-,1,-,2,4,-,-,-,-
  , 49-U6U,-,-,4,-,2,-,2,1,-,-
  , 5V-BJI,-,-,3,1,1,1,1,-,-,-
  , 8QT-​【7.6 L】H4,-,-,2,1,1,3,2,1,-,-
  , AO-N1P,1,-,1,1,-,2,2,-,-,-
  , L3-I3K,1,1,1,1,-,4,-,-,-,-
  , M1BZ-2,-,1,2,-,-,2,-,-,-,-
  , N-M1A3,-,-,3,-,-,5,1,-,-,-
  , W-IIYI,-,1,3,1,1,4,-,-,-,-
 PUB-0R, 1M4-FK,-,1,1,-,-,3,2,-,-,-
  , 7GCD-P,2,-,1,-,2,-,-,-,-,-
  , G-3BOG,2,-,5,-,1,2,-,-,-,-
  , K7D-II,-,-,3,-,3,5,-,-,-,-
  , L-6BE1,2,-,-,1,-,3,-,-,-,-
  , V-LEKM,2,-,4,-,1,1,-,2,-,-
 XLL-Z7, 3D5K-R,2,-,1,1,2,4,-,-,-,-
  , ES-Q0W,-,1,4,1,1,1,-,-,-,-
  , F-NXLQ,-,2,2,1,1,2,1,-,-,-
  , H74-B0,1,1,3,-,1,2,-,-,-,-
  , NU4-2G,-,1,3,-,-,1,2,-,-,-
  , ZXJ-71,-,1,3,-,1,2,2,1,-,-
 YB7B-8, 0TKF-6,-,1,3,1,1,3,3,-,-,-
  , 60M-TG,-,-,3,-,4,4,-,1,-,-
  , 9-HM04,-,-,3,-,1,2,-,-,-,-
  , 9ES-SI,1,-,3,2,-,2,1,-,-,-
  , TV8-HS,-,-,3,1,-,5,1,-,-,-
  , UQY-IK,1,1,2,-,2,2,-,1,-,-
  , VT-G2P,-,-,3,-,1,4,-,-,-,-
  , YOP-0T,1,1,2,1,1,3,-,-,-,-
