Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , YZ-LQL,-,1,3,-,-,4,-,-,-,-
 Satyr, 00GD-D,1,-,2,-,-,1,-,-,-,-
  , B32-14,2,1,3,-,-,5,1,-,-,-
  , C-N4OD,1,-,3,1,1,2,2,-,-,-
  , C1XD-X,2,-,3,1,-,1,1,-,-,-
  , CHA2-Q,-,-,2,1,4,2,3,1,-,-
  , G95F-H,2,1,3,-,-,2,1,-,-,-
 Skaven, 1-5GBW,-,-,3,-,-,4,1,-,-,-
  , ATQ-QS,-,-,1,3,1,4,1,-,-,-
  , C-FER9,3,1,1,-,-,1,1,-,-,-
  , F-88PJ,3,2,2,-,-,2,1,-,-,-
  , F2-2C3,3,-,-,-,2,3,-,-,-,-
  , O-PNSN,1,1,2,-,-,1,1,-,-,-
 Sphinx, 5-D82P,-,-,2,1,-,3,3,-,-,-
  , 8ESL-G,-,-,3,2,1,5,-,-,-,-
  , 9O-ORX,-,-,1,1,1,2,-,-,-,-
  , AL8-V4,1,-,2,-,1,-,1,-,-,-
  , APM-6K,-,2,2,-,2,1,1,-,-,-
  , IGE-RI,2,1,3,-,-,3,1,-,-,-
  , JGOW-Y,4,-,2,-,-,1,-,-,-,-
  , KCT-0A,1,-,2,-,1,4,-,-,-,-
  , N2-OQG,1,-,4,1,-,4,-,-,-,-
  , OW-TPO,-,-,4,-,-,1,2,-,-,-
  , RE-C26,-,-,2,-,-,6,1,-,-,-
 Taurus, 3ZTV-V,-,1,3,-,-,1,-,-,-,-
  , 9D6O-M,2,-,4,1,1,2,1,-,-,-
  , D4KU-5,1,2,2,-,-,3,-,-,-,-
  , L-A5XP,-,-,4,-,-,3,-,-,-,-
  , P5-EFH,-,-,3,-,2,4,-,-,-,-
  , YRNJ-8,1,1,2,-,-,3,1,-,-,-
 Unicorn, 6F-H3W,-,-,1,1,-,6,3,-,-,-
  , B17O-R,1,-,2,-,1,2,2,-,-,-
  , DBRN-Z,1,1,2,-,3,3,-,-,-,-
  , H-NPXW,4,-,2,-,1,2,-,-,-,-
  , L-1SW8,-,-,2,1,3,4,1,-,-,-
  , U-SOH2,2,-,2,1,2,-,1,-,-,-
 Wyvern, AC2E-3,1,-,-,-,-,3,3,-,-,-
  , BYXF-Q,-,-,2,-,4,3,1,-,-,-
  , C-C99Z,-,2,2,-,1,1,-,-,-,-
  , CL-BWB,1,-,4,1,-,5,1,-,-,-
  , PNQY-Y,2,-,2,-,-,2,1,1,-,-
  , R3W-XU,1,-,1,1,-,4,1,-,-,-
  , RP2-OQ,-,-,3,-,-,3,1,-,-,-
  , YVBE-E,-,1,4,-,1,1,1,-,-,-
