Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , SHBF-V,-,-,2,1,1,1,3,-,-,-
  , X5-0EM,1,1,2,-,-,2,1,-,-,-
 V2S-RH, 04-EHC,2,-,3,-,-,3,-,-,-,-
  , 3-0FYP,-,1,2,1,2,3,-,1,-,-
  , 4LB-​【1.8 kg】EL,-,-,2,1,1,4,3,-,-,-
  , 5IH-GL,-,-,5,-,1,1,-,-,-,-
  , B-II34,-,-,3,-,1,4,-,-,-,-
  , C1G-XC,-,-,2,-,3,3,-,1,-,-
  , DFH-V5,1,1,4,-,2,2,-,-,-,-
  , EJ48-O,-,1,3,-,1,1,1,1,-,-
  , ROJ-B0,1,-,2,-,1,1,2,-,-,-
  , UDE-FX,-,1,3,-,-,2,1,-,-,-
 Z-ONUI, 1TG7-W,-,-,4,1,-,2,-,-,-,-
  , 6BJH-3,-,-,2,1,1,3,2,-,-,-
  , A-TJ0G,1,1,3,-,1,2,1,-,-,-
  , QYD-WK,-,1,2,-,-,2,-,2,-,-
  , R959-U,2,-,2,-,-,-,1,1,-,-
  , U-UTU9,-,-,5,-,2,2,2,-,-,-
