Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , T-LIWS,1,2,2,-,-,-,-,-,-,-
  , UM-Q7F,1,-,3,-,-,5,2,-,-,-
  , V4-L0X,-,1,2,-,-,3,1,-,-,-
 GN-ACS, 10UZ-P,3,1,2,-,2,2,1,-,-,-
  , 9GYL-O,-,1,2,-,-,2,2,-,-,-
  , 9U-TTJ,1,-,3,-,-,3,3,-,-,-
  , EN-VOD,-,1,4,-,-,-,2,-,-,-
  , S-GKKR,2,-,-,-,1,3,1,-,-,-
  , VLGD-R,-,-,4,-,1,2,-,-,-,-
 JQV5-9, 2G38-I,-,-,3,1,-,3,1,-,-,-
  , 98Q-8O,-,1,3,-,1,2,2,-,-,-
  , CY-ZLP,1,-,1,1,1,5,1,1,-,-
  , S-U8A4,-,-,3,1,1,5,1,-,-,-
  , U4-Q2V,2,-,-,1,2,5,-,-,-,-
  , ZV-72W,2,1,2,1,-,1,2,1,-,-
 MK7-AO, 35-RK9,-,-,1,-,1,1,4,1,1,-
  , 5-75MB,1,1,4,-,2,-,-,1,-,-
  , 6-U2M8,2,-,1,1,1,3,-,-,-,-
  , 617I-I,-,-,3,-,-,-,-,1,-,-
  , A-3ES3,1,1,3,-,-,3,-,-,-,-
  , DP34-U,1,1,3,-,3,-,-,1,-,-
  , I0AB-R,2,-,-,1,2,1,1,1,-,-
  , IIRH-G,1,-,1,-,2,3,1,-,-,-
  , MXYS-8,3,-,2,1,1,2,-,-,-,-
  , VV-VCR,-,-,2,-,4,1,1,-,-,-
  , XS-XAY,1,-,2,-,-,3,-,-,-,-
 QS-FVH, 0T-AMZ,-,2,2,-,2,1,3,-,-,-
  , 4L-E5P,-,-,3,1,-,3,1,-,-,-
  , 51-5XG,1,-,2,-,2,4,-,-,-,-
  , 57-YRU,1,1,3,-,1,1,-,-,-,-
  , RLL-9R,-,-,3,-,-,4,2,-,-,-
  , UFXF-C,2,-,2,-,1,1,3,2,-,-
 SKX-PL, 4-JWWQ,-,1,1,2,-,1,1,-,-,-
  , CIS-7X,1,-,4,-,-,4,1,-,-,-
  , DCHR-L,1,1,2,1,3,-,3,-,-,-
  , EU0I-T,1,-,3,2,-,5,-,1,-,-
  , G-6SXJ,2,1,2,-,1,1,-,-,-,-
  , RSS-KA,1,1,4,-,-,2,1,-,-,-
  , VSIG-K,1,-,2,-,1,4,1,-,-,-
 TA-A7V, 2Q-I6Q,-,1,4,-,1,2,1,-,-,-
  , 5-T0PZ,-,-,3,2,2,5,-,-,-,-
  , 6R-PWU,1,1,3,-,1,3,-,-,-,-
  , 97X-CH,1,2,2,-,-,1,1,-,-,-
  , A-ZLHX,-,-,3,1,2,2,1,2,-,-
  , I-YGGI,-,1,3,-,1,3,1,-,-,-
  , UTKS-5,4,-,-,-,-,2,-,-,-,-
  , Y9G-KS,-,-,3,-,2,2,-,-,-,-
 Y4Y7-Q, 5-DSFH,1,1,3,-,1,2,1,-,-,-
  , AK-QBU,1,-,-,-,1,4,1,1,-,-
  , PC9-AY,-,-,3,1,1,2,2,-,-,-
  , T22-QI,-,1,3,1,-,2,-,1,-,-
  , X-PYH5,1,-,2,1,1,1,-,-,-,-
  , ZN0-SR,1,1,3,-,-,2,1,-,-,-
 YFN-UN, 3KNK-A,1,1,5,-,1,2,-,-,-,-
  , 3MOG-V,1,-,2,2,1,5,1,-,-,-
  , 5-FGQI,1,1,3,-,2,1,-,-,-,-
  , 8V-SJJ,-,-,5,-,1,2,2,-,-,-
  , NG-C6Y,-,-,3,-,3,3,-,-,-,-
  , TXW-EI,2,-,3,1,-,3,1,-,-,-
  , XYY-IA,-,1,2,-,1,1,-,-,-,-
 Z-6NQ6, 2X-PQG,1,1,1,-,-,1,-,-,-,-
  , 6E-578,-,-,3,-,1,2,1,1,-,-
  , ATY-2U,-,-,2,-,-,4,-,-,-,-
  , F67E-Q,-,1,3,-,1,3,1,-,-,-
  , FD-MLJ,-,-,3,-,-,5,1,-,-,-
  , K5-JRD,2,1,3,-,1,2,1,-,-,-
  , MHC-R3,1,-,4,-,2,2,1,-,-,-
  , PF-346,1,1,4,1,1,2,1,-,-,-
  , Poitot,1,-,2,1,1,3,-,-,-,-
  , X-BV98,-,1,4,-,1,5,-,-,-,-
  , X-M2LR,1,1,3,-,-,2,-,-,-,-
  , ZVN5-H,3,1,3,-,1,2,-,-,-,-
