Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , H-HGGJ,4,-,-,1,1,2,-,-,-,-
  , OJT-J3,-,1,4,-,-,2,1,-,-,-
  , TDP-T3,-,-,4,-,-,4,1,-,-,-
 O5PO-O, 2V-ZHM,1,1,3,-,1,2,-,-,-,-
  , AK-L0Z,1,-,1,1,1,1,1,-,-,-
  , AY9X-Q,-,1,3,-,1,4,-,-,-,-
  , R-AG7W,1,-,2,-,3,2,2,-,-,-
  , V-3K7C,4,1,2,3,1,1,-,-,-,-
  , XU7-CH,-,1,3,-,2,1,1,1,-,-
 Q0-4FU, 9-ZA4Z,-,1,3,-,-,5,1,-,-,-
  , IU-E9T,-,1,3,1,1,1,-,-,-,-
  , NGM-OK,3,-,-,-,-,1,1,1,-,-
  , O-QKSM,1,-,3,1,2,3,1,1,-,-
  , QKQ3-L,2,-,2,2,1,3,1,1,-,-
  , VWES-Y,3,-,2,-,1,2,-,-,-,-
 S0X-O4, 2AUL-X,-,-,2,1,-,1,2,-,-,-
  , 9IZ-HU,2,-,-,2,2,2,-,1,-,-
  , F-A3TR,-,-,3,-,3,2,-,-,-,-
  , F-HQWV,3,-,2,-,1,2,-,-,-,-
  , OBV-YC,1,1,3,-,-,1,1,-,-,-
  , PA-ALN,-,1,2,-,-,3,1,-,-,-
 TPB-KG, 0-U2M4,1,1,4,-,-,3,-,-,-,-
  , 01B-88,1,-,3,1,-,4,2,-,-,-
  , C3I-D5,-,1,3,-,2,4,-,1,-,-
  , F18-AY,2,-,3,-,1,3,1,-,-,-
  , MTO2-2,2,-,-,-,-,4,-,-,-,-
  , RZ8A-P,1,1,3,-,-,1,3,-,-,-
 TY0-Q2, 0XN-SK,-,1,2,1,1,2,1,-,-,-
  , 4F9Y-3,2,-,1,1,2,4,2,-,-,-
  , 5V-Q1R,-,-,3,1,1,1,-,1,-,-
  , M4-KX5,2,-,2,-,1,3,1,1,-,-
  , MS-RXH,2,-,4,1,-,3,-,-,-,-
  , U-3FKL,1,-,3,-,-,2,1,-,-,-
 VT-LHB, 7M4-4C,2,1,4,-,-,2,-,1,-,-
  , 972C-1,1,2,3,-,-,1,-,1,-,-
  , 9WVY-F,1,-,2,-,-,3,1,-,-,-
  , BEG-RL,1,2,2,1,2,3,1,1,-,-
  , JPEZ-R,4,-,1,1,1,3,1,-,-,-
  , JZ-UQC,-,-,4,-,-,3,1,-,-,-
  , M5NO-B,-,-,4,1,-,4,-,1,-,-
  , MJ-5F9,1,-,-,1,-,5,1,-,-,-
  , U-W436,1,1,2,-,1,2,1,-,-,-
  , Z-ENUD,1,1,3,2,-,2,-,1,-,-
 WXB-RY, 3LL-O0,3,-,3,1,1,3,-,-,-,-
  , 49V-E4,-,-,3,1,1,2,-,-,-,-
  , 4F6-VZ,-,1,3,1,1,4,1,-,-,-
  , 8B-A4E,-,-,4,-,2,7,-,-,-,-
  , A1F-22,1,-,2,-,1,3,-,-,-,-
  , B-7LYC,-,-,2,1,2,2,2,1,-,-
  , J9A-BH,-,-,3,1,1,3,-,1,-,-
  , JM0A-4,1,1,2,1,-,2,1,-,-,-
  , L-POLO,-,-,4,1,-,4,-,-,-,-
  , PT-2KR,1,1,2,-,-,2,-,-,-,-
 X7-FTR, 1A8-6G,1,-,2,-,1,2,-,2,-,-
  , 4-M1TY,1,-,-,-,2,2,-,-,-,-
  , C6CG-W,2,-,2,1,1,3,-,-,-,-
  , H-FOYG,-,1,4,1,-,-,-,-,-,-
  , K-3PQW,1,-,3,-,2,2,2,-,-,-
  , PE-SAM,2,1,2,-,1,2,-,-,-,-
  , RY-2FX,2,-,3,1,1,2,-,-,-,-
