Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , KGT3-6,-,-,3,-,2,4,2,-,-,-
  , L-ZJLN,1,1,3,-,-,3,1,-,-,-
  , MF-PGF,1,1,4,-,-,1,-,1,-,-
  , SAH-AD,2,1,2,-,1,2,-,-,-,-
 PG-RWX, DYPL-6,2,1,2,-,-,3,-,1,-,-
  , F69O-M,1,-,1,2,1,-,-,-,-,-
  , M-V0PQ,-,-,1,-,1,3,1,-,-,-
  , RK-Q51,-,-,2,-,-,3,1,1,-,-
  , T-IDGH,1,-,4,-,-,4,-,-,-,-
  , V-OL61,2,1,3,1,1,4,-,-,-,-
 PGPJ-8, 0M-24X,1,-,-,-,1,2,-,-,-,-
  , 3G-LFX,1,-,-,1,-,2,1,1,-,-
  , BY-7PY,-,-,6,-,1,4,1,1,-,-
  , D-CR6W,-,1,1,-,1,3,1,1,-,-
  , GN-TNT,3,-,2,1,2,2,-,-,-,-
  , N06Z-Q,1,-,4,1,1,1,-,2,-,-
  , NK-VTL,-,1,1,-,1,4,2,-,-,-
  , QKCU-4,-,-,4,-,1,3,1,1,-,-
  , YX-0KH,-,1,3,-,1,3,-,-,-,-
 RDD-E6, 1GH-48,1,1,3,1,1,2,2,1,-,-
  , B-2VXB,-,-,2,2,1,2,1,1,-,-
  , FIZU-X,2,-,3,-,1,4,1,-,-,-
  , IRD-HU,-,1,5,-,-,-,-,-,-,-
  , IS-OBW,-,-,2,-,1,3,2,-,-,-
  , JAWX-R,2,-,1,-,2,1,1,2,-,-
 SLYP-5, 4-QDIX,1,-,3,1,1,4,-,1,-,-
  , 89-JPE,3,-,3,-,1,1,2,-,-,-
  , D-IZT9,2,-,2,1,-,2,1,-,-,-
  , E8-432,2,-,-,4,-,1,-,-,-,-
  , FGJP-J,1,-,4,-,1,2,-,-,-,-
  , WU9-ZR,1,-,2,-,1,4,-,2,-,-
