Constellation,SolarSystem,Temperate,Ice,Gas,Oceanic,Lava,Barren,Storm,Plasma,Shattered,Scorched Barren
  , Eglennaert,-,-,1,-,-,-,-,-,-,-
  , Odotte,4,-,1,-,-,3,-,-,-,-
  , Vylade,-,1,3,1,1,2,-,-,-,-
 Disier, Adreland,-,-,4,1,-,1,1,-,-,-
  , Aufay,-,-,1,1,-,1,2,-,-,-
  , Balle,-,1,5,-,-,2,-,-,-,-
  , Decon,-,-,2,1,2,2,-,-,-,-
  , Du Annes,1,1,3,-,-,2,-,-,-,-
  , Erme,1,-,2,1,-,3,1,-,-,-
  , Grinacanne,2,-,-,-,1,4,-,-,-,-
  , Metserel,1,1,2,2,-,3,-,-,-,-
  , Pettinck,1,-,2,-,1,5,-,1,-,-
  , Sharuveil,1,1,2,-,-,3,-,-,-,-
 Firille, Alles,-,-,4,-,2,2,1,-,-,-
  , Basgerin,-,-,4,-,2,4,1,-,-,-
  , Chelien,1,-,1,-,1,3,-,-,-,-
  , Foves,-,-,2,1,1,2,1,-,-,-
  , Misneden,-,-,2,1,2,2,1,-,-,-
  , Pulin,-,1,3,2,-,2,-,-,-,-
 Gallente Border Zone, Ambeke,2,-,4,-,-,5,-,-,-,-
  , Carrou,-,1,5,-,-,1,-,-,-,-
  , Direrie,1,-,2,-,1,1,-,-,-,-
  , Faurent,1,1,3,-,1,3,-,-,-,-
  , Ignoitton,-,-,5,-,-,1,-,-,-,-
  , Iyen-Oursta,2,-,1,-,2,2,1,-,-,-
 Jonenor, Ansone,1,-,1,1,-,3,1,-,-,-
  , Dunraelare,1,-,2,-,-,4,1,1,-,-
  , Estene,-,1,2,1,1,2,1,-,-,-
  , Gallareue,1,-,2,-,1,3,-,1,-,-
  , Inghenges,1,1,4,-,-,1,-,-,-,-
  , Nausschie,-,-,2,1,1,4,3,-,-,-
  , Stayme,-,-,4,-,1,3,-,-,-,-
  , Trosquesere,1,1,3,-,1,2,1,-,-,-
 Lolbrerie, Artisine,1,1,2,1,1,3,-,-,-,-
  , Bamiette,1,-,2,1,1,4,-,-,-,-
  , Chainelant,2,1,2,-,1,2,1,-,-,-
  , Crielere,1,-,2,1,1,2,-,2,-,-
  , Dodenvale,2,-,2,-,1,3,1,1,-,-
  , Olettiers,-,1,3,-,-,3,1,-,-,-
  , Sileperer,-,-,3,1,-,3,-,-,-,-
 Nadire, Aetree,2,-,3,-,1,2,-,-,-,-
  , Allipes,3,-,-,2,1,1,-,1,-,-
  , Assiettes,1,-,1,1,1,2,-,-,-,-
  , Esmes,1,-,1,1,-,2,-,-,-,-
  , Goinard,-,-,1,1,1,1,1,-,-,-
  , Lermireve,1,1,4,-,1,2,1,-,-,-
  , Raeghoscon,-,2,2,3,1,3,-,-,-,-
 Nexus, Abenync,-,1,-,-,-,-,-,-,-,-
  , Alillere,-,-,2,-,2,5,-,-,-,-
  , Aurcel,2,1,2,-,1,-,-,-,-,-
  , Aymaerne,2,1,2,-,-,4,-,-,-,-
  , Bourynes,4,-,1,-,-,2,1,-,-,-
  , Pozirblant,5,-,2,-,1,2,1,-,-,-
 Spaen, Ardene,1,-,2,-,1,3,-,1,-,-
  , Boillair,-,1,3,-,1,3,1,-,-,-
  , Fasse,-,-,1,-,3,1,4,-,-,-
  , Gratesier,-,1,3,-,-,3,3,-,-,-
  , Ney,1,1,1,-,2,4,2,-,-,-
  , Schoorasana,2,-,2,-,1,2,-,-,-,-
 Stion, Aliette,-,-,3,-,1,4,-,1,-,-
  , Ation,2,-,3,-,1,4,-,-,-,-
  , Egghelende,1,1,3,-,-,3,-,-,-,-
  , Jel,-,-,3,-,1,2,1,1,-,-
  , Odette,1,-,1,-,1,3,2,-,-,-
  , Ravarin,-,2,3,-,-,3,-,-,-,-
  , Stegette,-,2,3,-,1,2,-,-,-,-
 Wyllequet, Adrallezoen,3,-,-,1,1,1,-,-,-,-
  , Atier,2,-,2,1,1,2,-,-,-,-
  , Bawilan,2,-,3,1,1,1,-,1,-,-
  , Brapelille,-,-,2,2,1,4,2,-,-,-
  , Brybier,-,1,1,1,-,-,-,-,-,-
  , Croleur,3,-,1,-,1,1,1,1,-,-
